Result,Red Fighter,Blue Fighter,Title,Date,Red age,Blue age,age oppdiff,Red dob,Blue dob,Red totalfights,Blue totalfights,Red elo,Blue elo,Red losestreak,Blue losestreak,Red winstreak,Blue winstreak,Red titlewins,Blue titlewins,Red oppelo,Blue oppelo,Red wins,Blue wins,Red losses,Blue losses,Red avg age,Blue avg age,Red KD,Blue KD,Red KD differential,Blue KD differential,Red Sig. str.,Blue Sig. str.,Red Sig. str. differential,Blue Sig. str. differential,Red Total str.,Blue Total str.,Red Total str. differential,Blue Total str. differential,Red Td,Blue Td,Red Td differential,Blue Td differential,Red Sub. att,Blue Sub. att,Red Sub. att differential,Blue Sub. att differential,Red Rev.,Blue Rev.,Red Rev. differential,Blue Rev. differential,Red Ctrl,Blue Ctrl,Red Ctrl differential,Blue Ctrl differential,Red Head,Blue Head,Red Head differential,Blue Head differential,Red Body,Blue Body,Red Body differential,Blue Body differential,Red Leg,Blue Leg,Red Leg differential,Blue Leg differential,Red Distance,Blue Distance,Red Distance differential,Blue Distance differential,Red Clinch,Blue Clinch,Red Clinch differential,Blue Clinch differential,Red Ground,Blue Ground,Red Ground differential,Blue Ground differential,Red Sig. str.%,Blue Sig. str.%,Red Sig. str.% differential,Blue Sig. str.% differential,Red Sig. str.% defense,Blue Sig. str.% defense,Red Total str.%,Blue Total str.%,Red Total str.% differential,Blue Total str.% differential,Red Total str.% defense,Blue Total str.% defense,Red Td%,Blue Td%,Red Td% differential,Blue Td% differential,Red Td% defense,Blue Td% defense,Red Head%,Blue Head%,Red Head% differential,Blue Head% differential,Red Head% defense,Blue Head% defense,Red Body%,Blue Body%,Red Body% differential,Blue Body% differential,Red Body% defense,Blue Body% defense,Red Leg%,Blue Leg%,Red Leg% differential,Blue Leg% differential,Red Leg% defense,Blue Leg% defense,Red Distance%,Blue Distance%,Red Distance% differential,Blue Distance% differential,Red Distance% defense,Blue Distance% defense,Red Clinch%,Blue Clinch%,Red Clinch% differential,Blue Clinch% differential,Red Clinch% defense,Blue Clinch% defense,Red Ground%,Blue Ground%,Red Ground% differential,Blue Ground% differential,Red Ground% defense,Blue Ground% defense,dob oppdiff,totalfights oppdiff,elo oppdiff,losestreak oppdiff,winstreak oppdiff,titlewins oppdiff,oppelo oppdiff,wins oppdiff,losses oppdiff,avg age oppdiff,KD oppdiff,KD differential oppdiff,Sig. str. oppdiff,Sig. str. differential oppdiff,Total str. oppdiff,Total str. differential oppdiff,Td oppdiff,Td differential oppdiff,Sub. att oppdiff,Sub. att differential oppdiff,Rev. oppdiff,Rev. differential oppdiff,Ctrl oppdiff,Ctrl differential oppdiff,Head oppdiff,Head differential oppdiff,Body oppdiff,Body differential oppdiff,Leg oppdiff,Leg differential oppdiff,Distance oppdiff,Distance differential oppdiff,Clinch oppdiff,Clinch differential oppdiff,Ground oppdiff,Ground differential oppdiff,Sig. str.% oppdiff,Sig. str.% differential oppdiff,Sig. str.% defense oppdiff,Total str.% oppdiff,Total str.% differential oppdiff,Total str.% defense oppdiff,Td% oppdiff,Td% differential oppdiff,Td% defense oppdiff,Head% oppdiff,Head% differential oppdiff,Head% defense oppdiff,Body% oppdiff,Body% differential oppdiff,Body% defense oppdiff,Leg% oppdiff,Leg% differential oppdiff,Leg% defense oppdiff,Distance% oppdiff,Distance% differential oppdiff,Distance% defense oppdiff,Clinch% oppdiff,Clinch% differential oppdiff,Clinch% defense oppdiff,Ground% oppdiff,Ground% differential oppdiff,Ground% defense oppdiff
unknown,Piotr Hallmann,Garett Whiteley,,,37,44,-7,1987,1980,6,3,973.0963604432769,952.736306793522,3,3,0,0,0,0,6138.2972213678595,2968.0,2,0,4,3,,,0.0,0.0,0.0,0.0,3.5587277324194666,4.180586080586081,3.5587277324194666,4.180586080586081,8.228675862109519,6.141391941391942,8.228675862109519,6.141391941391942,0.1447575111003672,0.0,0.1447575111003672,0.0,0.009145591488630958,0.03809523809523809,0.009145591488630958,0.03809523809523809,0.0,0.0,0.0,0.0,0.3514240870505659,0.014224664224664224,0.3514240870505659,0.014224664224664224,1.9547802438666209,2.116849816849817,1.9547802438666209,2.116849816849817,0.9801521855802204,1.3597069597069598,0.9801521855802204,1.3597069597069598,0.6237953029726245,0.7040293040293041,0.6237953029726245,0.7040293040293041,1.8672260560002156,2.720879120879121,1.8672260560002156,2.720879120879121,1.1984831745003008,0.6978021978021979,1.1984831745003008,0.6978021978021979,0.4930185019189495,0.761904761904762,0.4930185019189495,0.761904761904762,0.04809387031661207,0.03618347376111351,0.04809387031661207,0.03618347376111351,290.0,5.0,0.0636033392211897,0.04322276420355288,0.0636033392211897,0.04322276420355288,225.0,3.0,0.04512834231917306,0.0,0.04512834231917306,0.0,689.0,0.0,0.04118175444950992,0.025174871920251998,0.04118175444950992,0.025174871920251998,381.0,8.0,0.054809875307306063,0.06373626373626373,0.054809875307306063,0.06373626373626373,81.0,1.0,0.06450754735516112,0.06974358974358975,0.06450754735516112,0.06974358974358975,0.0,1.0,0.043519547273065555,0.029312793107776746,0.043519547273065555,0.029312793107776746,340.0,10.0,0.049594543010214875,0.0480690737833595,0.049594543010214875,0.0480690737833595,142.0,1.0,0.07057026132912864,0.04328468229397022,0.07057026132912864,0.04328468229397022,575.0,1.0,7.0,3.0,20.360053649754946,0.0,0.0,0.0,3170.2972213678595,2.0,1.0,,0.0,0.0,-0.6218583481666142,-0.6218583481666142,2.087283920717577,2.087283920717577,0.1447575111003672,0.1447575111003672,-0.028949646606607135,-0.028949646606607135,0.0,0.0,0.33719942282590165,0.33719942282590165,-0.16206957298319602,-0.16206957298319602,-0.3795547741267393,-0.3795547741267393,-0.08023400105667955,-0.08023400105667955,-0.8536530648789054,-0.8536530648789054,0.500680976698103,0.500680976698103,-0.26888625998581245,-0.26888625998581245,0.011910396555498554,0.011910396555498554,285.0,0.02038057501763682,0.02038057501763682,222.0,0.04512834231917306,0.04512834231917306,689.0,0.016006882529257926,0.016006882529257926,373.0,-0.008926388428957668,-0.008926388428957668,80.0,-0.005236042388428633,-0.005236042388428633,-1.0,0.014206754165288809,0.014206754165288809,330.0,0.0015254692268553763,0.0015254692268553763,141.0,0.027285579035158415,0.027285579035158415,574.0
unknown,Garett Whiteley,Piotr Hallmann,,,44,37,7,1980,1987,3,6,952.736306793522,973.0963604432769,3,3,0,0,0,0,2968.0,6138.2972213678595,0,2,3,4,,,0.0,0.0,0.0,0.0,4.180586080586081,3.5587277324194666,4.180586080586081,3.5587277324194666,6.141391941391942,8.228675862109519,6.141391941391942,8.228675862109519,0.0,0.1447575111003672,0.0,0.1447575111003672,0.03809523809523809,0.009145591488630958,0.03809523809523809,0.009145591488630958,0.0,0.0,0.0,0.0,0.014224664224664224,0.3514240870505659,0.014224664224664224,0.3514240870505659,2.116849816849817,1.9547802438666209,2.116849816849817,1.9547802438666209,1.3597069597069598,0.9801521855802204,1.3597069597069598,0.9801521855802204,0.7040293040293041,0.6237953029726245,0.7040293040293041,0.6237953029726245,2.720879120879121,1.8672260560002156,2.720879120879121,1.8672260560002156,0.6978021978021979,1.1984831745003008,0.6978021978021979,1.1984831745003008,0.761904761904762,0.4930185019189495,0.761904761904762,0.4930185019189495,0.03618347376111351,0.04809387031661207,0.03618347376111351,0.04809387031661207,5.0,290.0,0.04322276420355288,0.0636033392211897,0.04322276420355288,0.0636033392211897,3.0,225.0,0.0,0.04512834231917306,0.0,0.04512834231917306,0.0,689.0,0.025174871920251998,0.04118175444950992,0.025174871920251998,0.04118175444950992,8.0,381.0,0.06373626373626373,0.054809875307306063,0.06373626373626373,0.054809875307306063,1.0,81.0,0.06974358974358975,0.06450754735516112,0.06974358974358975,0.06450754735516112,1.0,0.0,0.029312793107776746,0.043519547273065555,0.029312793107776746,0.043519547273065555,10.0,340.0,0.0480690737833595,0.049594543010214875,0.0480690737833595,0.049594543010214875,1.0,142.0,0.04328468229397022,0.07057026132912864,0.04328468229397022,0.07057026132912864,1.0,575.0,-7.0,-3.0,-20.360053649754946,0.0,0.0,0.0,-3170.2972213678595,-2.0,-1.0,,0.0,0.0,0.6218583481666142,0.6218583481666142,-2.087283920717577,-2.087283920717577,-0.1447575111003672,-0.1447575111003672,0.028949646606607135,0.028949646606607135,0.0,0.0,-0.33719942282590165,-0.33719942282590165,0.16206957298319602,0.16206957298319602,0.3795547741267393,0.3795547741267393,0.08023400105667955,0.08023400105667955,0.8536530648789054,0.8536530648789054,-0.500680976698103,-0.500680976698103,0.26888625998581245,0.26888625998581245,-0.011910396555498554,-0.011910396555498554,-285.0,-0.02038057501763682,-0.02038057501763682,-222.0,-0.04512834231917306,-0.04512834231917306,-689.0,-0.016006882529257926,-0.016006882529257926,-373.0,0.008926388428957668,0.008926388428957668,-80.0,0.005236042388428633,0.005236042388428633,1.0,-0.014206754165288809,-0.014206754165288809,-330.0,-0.0015254692268553763,-0.0015254692268553763,-141.0,-0.027285579035158415,-0.027285579035158415,-574.0
